no,ELE,SLP,TMP,PPT,AREA
GB_0000072,46.87,0.13,10.59,644.56,370
GB_0000073,63.16,0.23,10.45,618.68,128.9
GB_0000074,73.72,0.29,10.56,624.88,578
GB_0000077,76.83,0.25,10.78,633.23,190.3
GB_0000080,74.99,0.51,10.69,672.84,42.2
GB_0000085,151.1,0.43,10.33,765.11,1033.4
GB_0000086,156.56,0.42,10.32,773.94,234.1
GB_0000088,133.25,0.35,10.12,706.05,551.7
GB_0000089,141.18,0.58,10.21,742.05,137.3
GB_0000090,129.08,0.7,10.67,785.54,59
GB_0000092,79.54,0.31,10.74,791.57,142
GB_0000095,87.75,0.68,11.03,756.26,345
GB_0000099,78.86,0.42,10.87,841.22,87.8
GB_0000105,139.45,0.59,10.29,760.11,323.7
GB_0000106,141.53,0.59,10.37,846.48,220.6
GB_0000107,92.15,0.56,10.53,843.61,1073
GB_0000109,105.29,0.52,10.61,854.06,183.1
GB_0000111,151.47,0.65,10.59,1120.1,226.1
GB_0000113,145.6,1.03,10.59,1070.82,202.5
GB_0000114,466.55,0.67,10.31,1555.59,21.5
GB_0000116,167.62,0.72,10.52,1218.16,112.7
GB_0000117,134.26,1.04,11.02,1104.73,87
GB_0000118,204.19,0.96,10.87,1185.65,169.1
GB_0000119,170.85,0.87,10.84,1106.34,208.8
GB_0000121,162.74,0.66,10.51,1175.06,663
GB_0000126,113.46,0.86,10.26,883.76,47.9
GB_0000130,88.48,0.23,9.71,724.2,259
GB_0000131,74.29,0.53,10.36,828.87,293
GB_0000132,182.75,1.61,9.45,920.37,178
GB_0000133,117.91,0.27,9.96,687.02,347
GB_0000136,128.59,0.34,10.32,1022.65,40.8
GB_0000139,296.04,1.4,9.09,1144.32,203.3
GB_0000140,132.1,0.54,9.93,863.59,144
GB_0000144,342.51,0.8,8.97,1562.38,62.8
GB_0000145,229.2,1.38,9.35,1337.7,178.7
GB_0000147,227.23,1.22,9.82,1471.74,297.8
GB_0000150,270.37,1.23,8.93,1684.14,169.6
GB_0000151,278.47,2.06,8.34,1553.74,471.3
GB_0000153,176.71,1.75,9.73,1132.71,18.1
GB_0000155,239.73,1.41,9.43,969.07,227.1
GB_0000157,383.77,1.98,8.34,1642.92,53.9
GB_0000160,239.66,1.35,9.39,1100.6,660
GB_0000161,188.21,1,9.84,991.75,72.5
GB_0000162,219.96,1.45,8.63,1485.53,1145
GB_0000165,241.87,1.87,8.76,1640.17,209
GB_0000167,220.91,1.23,8.88,1621.16,125.5
GB_0000168,260.25,2.6,8.83,1649.06,663
GB_0000169,274.38,2.76,8.84,1644.28,116.6
GB_0000171,250.79,1.4,8.1,1366.92,2286.5
GB_0000173,260.86,1.69,7.86,1332.39,319
GB_0000174,229.16,1.37,7.89,1505.28,925
GB_0000176,330.32,1.8,7.65,1762.01,471
GB_0000177,161.47,0.8,8.39,1401.78,199
GB_0000178,223.71,1.77,8.55,1608.06,368
GB_0000179,186.23,0.89,9.03,1517.03,171
GB_0000180,205.13,1.61,8.42,1475.27,245.5
GB_0000181,149.48,0.76,8.7,1360.34,380.7
GB_0000183,142.39,0.9,8.25,1428.28,33.9
GB_0000184,336.13,0.69,7.75,1723.78,110.3
GB_0000185,236.7,2.39,7.74,1885.75,784.3
GB_0000187,227.92,2.87,8.79,1977.35,30.8
GB_0000189,353.11,4.03,7,2580.49,137.8
GB_0000190,314.36,3.31,7.68,2429.74,441.1
GB_0000192,175.23,0.77,7.58,1206.17,204.6
GB_0000193,451.92,2.35,6.95,2581.55,120.5
GB_0000198,96.68,0.34,9.78,871.43,258
GB_0000200,394.3,3.45,6.89,2361.14,251.2
GB_0000203,82.08,0.99,11.34,876.76,22.5
GB_0000204,157.28,0.66,8.93,1529.12,276.6
GB_0000205,166.91,1.01,8.86,1700.36,148.3
GB_0000206,106.88,0.67,9.2,1223.37,970.2
GB_0000207,139.07,0.98,9.11,1082.93,277.6
GB_0000208,144.23,1.32,8.88,1378.82,304.3
GB_0000209,98.49,0.61,9.11,1258.79,5209.8
GB_0000210,116.99,0.6,8.74,1277.19,299.2
GB_0000211,102.33,0.72,9.33,1042.31,491.6
GB_0000213,167.56,0.9,8.85,1638.46,1843.8
GB_0000215,142.14,1.22,8.93,1463.03,166.3
GB_0000216,262.53,0.96,7.96,1551.99,1903.1
GB_0000218,488.93,2.39,6.33,1879.16,1670
GB_0000221,240.21,1.09,7.9,1294.24,1110
GB_0000224,352.27,1.51,8.29,1491.5,427
GB_0000236,278.33,1.18,8.83,1284.45,194
GB_0000240,57.5,0.34,10.17,673.44,61.6
GB_0000242,57.5,0.34,10.17,673.44,61.6
HU_0000012,211.61,1.45,11.54,635.73,82.2
HU_0000016,337.64,1.62,11.62,673.48,34
HU_0000019,189.2,0.65,11.74,574.65,72
HU_0000020,214.63,0.67,11.34,588.64,104
IE_0000001,95.97,1.13,10.5,1136.79,97
IE_0000003,114.03,0.73,10.31,1154.08,423.74
IE_0000010,148.33,0.79,9.74,1120.01,117
IE_0000015,82.19,0.5,9.57,1126.88,260
IE_0000016,63.36,0.55,10.35,1312.94,136
IE_0000018,78.87,0.63,9.53,1332.43,1974.8
IE_0000021,126.04,0.81,9.17,1227.21,175
IE_0000033,83.46,0.16,9.63,1081.68,1683.8
IE_0000037,62.48,0.54,10.03,1042.44,148
IE_0000043,137.71,0.66,9.73,1152.88,2418.3
IE_0000049,115.83,0.74,9.86,1293.02,422
IE_0000053,100.73,0.44,10.05,1236.85,806
IE_0000057,88.94,0.32,9.49,1164.65,1098.8
IE_0000059,63.83,0.44,9.73,1261.7,3136.1
IE_0000066,95.81,0.36,9.7,1028.87,2419.4
IE_0000068,92.95,0.27,9.67,995.47,1063.6
IE_0000069,66.31,0.25,9.87,1184.99,354.1
IE_0000071,123.56,0.68,9.7,1066.12,479.3
IE_0000073,104.27,0.45,10.05,1236.85,770.2
IE_0000085,83.38,0.52,9.79,1094.15,309.1
IN_0000005,425.83,1.69,25.67,766.24,2200
IN_0000010,133.58,0.24,26.99,744.54,6266
IN_0000016,455.81,0.34,25.97,965.81,3880
IN_0000018,387.64,0.66,26.06,745.16,8329
IN_0000019,389.73,0.57,26.4,873.44,16247
IN_0000021,306.7,0.48,26.46,874.3,32510
IN_0000023,830.06,1.01,24.42,1268.81,2292
IN_0000024,758.23,0.96,24.8,1293.48,4667
IN_0000025,684.76,0.86,25,1321.19,3919
IN_0000026,426.25,0.45,25.77,1179.86,3950
IN_0000027,556.57,0.66,25.63,1086.1,1508
IN_0000028,565.53,0.7,25.6,1223.76,26453
IN_0000029,631.34,1.03,25.39,1175.01,2270
IN_0000030,547.71,0.7,25.57,1229.72,33953
IN_0000031,523.95,0.72,25.59,1229.52,44548
IN_0000032,504.23,0.79,26.13,1303.48,1729
IN_0000033,505.72,0.7,25.69,1224.95,54027
IN_0000036,458.1,0.64,25.91,1173.04,72809
IN_0000037,437.04,0.7,26.07,1118.67,87892
IN_0000039,71.78,0.25,27.9,1224.03,804
IN_0000049,378.14,0.69,26.88,1017.53,63325
IN_0000061,439.72,0.49,26.77,1140.51,268200
IN_0000062,515.59,0.42,26.86,970.55,102900
IN_0000064,568.18,0.52,26.3,867.05,33934
IN_0000070,619.9,0.28,25.41,1456.77,1968
IN_0000071,506.72,0.75,26.32,1510.87,40000
IN_0000073,643.1,0.6,25.65,1488.51,17270
IN_0000074,694.62,0.65,25.27,1550.72,7380
IN_0000075,795.8,1.03,24.92,1576.55,3545
IN_0000077,602.85,0.31,25.46,1499.36,1523
IN_0000078,373,1.01,27.7,1120.11,3100
IN_0000079,359.12,0.43,27.31,1045.42,47500
IN_0000080,395.04,0.45,27.04,993.95,10240
IN_0000083,514.59,0.3,27.27,933.46,7410
IN_0000086,307.67,0.4,27.52,1193.84,4580
IN_0000087,462.68,0.52,26.36,1295.07,35520
IN_0000088,527.47,0.52,25.84,1275.81,8070
IN_0000089,608.55,0.5,25.55,1178.53,2970
IN_0000093,584.26,0.65,25.7,1143.9,11100
IN_0000094,690.6,0.8,25.01,1193.13,2500
IN_0000096,350.61,0.33,27.7,1005.67,12691
IN_0000098,433.52,0.58,26.79,1138.42,307800
IN_0000099,557.75,1.36,25.89,1497.64,19550
IN_0000100,433.66,0.57,26.78,1138.9,305460
IN_0000107,565.2,0.55,26.96,797.46,3960
IN_0000109,523.49,0.52,27.2,1128.86,251360
IN_0000110,545.43,0.55,27.08,1125.34,235544
IN_0000111,561.53,0.54,26.93,1131.82,221220
IN_0000112,582.85,0.58,26.75,1167.39,132920
IN_0000114,630.32,0.71,26.53,1272.09,55150
IN_0000115,699.9,1.22,25.49,1592.81,15190
IN_0000116,718.97,1.29,25.32,1447.13,12660
IN_0000117,782.33,1.98,24.94,1694.32,5462
IN_0000122,428.12,0.33,27.43,858.57,11501
IN_0000123,325.63,0.42,27.9,739.37,3100
IN_0000124,595.29,0.52,26.36,1012.65,67180
IN_0000126,623.26,0.61,25.77,1305.48,33018
IN_0000127,683.67,0.83,25.09,1607.12,14582
IN_0000128,747.97,1.29,24.66,2452.5,7075
IN_0000136,695.65,0.9,24.7,3424.85,2831
IN_0000139,563.39,0.5,26.68,1099.66,69863
IN_0000140,611.75,0.65,26.06,1190.69,33916
IN_0000141,638.29,0.77,25.75,1168.7,22856
IN_0000142,669.14,0.94,25.48,1301.3,11660
IN_0000151,660.19,0.59,25.73,1409.27,8610
IN_0000158,784.18,2.24,24.95,2016.57,1890
IN_0000159,824.65,2.74,24.75,2848.03,920
IN_0000161,408.93,1.97,25.79,1448.74,9500
IN_0000165,288.7,0.65,28.58,711.08,8758
IN_0000167,355.18,2.54,26.08,1379.63,2090
IN_0000168,235.71,0.92,28.67,786.05,7889
IN_0000169,454.55,2.08,25.38,1557.08,7820
IN_0000172,671.96,1.18,25.79,1354.25,66243
IN_0000173,762.72,1.19,25.41,1319.19,53233
IN_0000174,772.67,0.93,25.02,1267.71,44100
IN_0000175,817.83,0.74,24.82,1336.61,36682
IN_0000176,850.69,0.68,24.51,1613.97,21082
IN_0000188,904.83,3.61,25.33,1167.13,5776
IN_0000190,1296.96,3.81,23.68,1443.02,1370
IN_0000196,781.36,0.4,24.73,668.79,7890
IN_0000198,790.06,0.73,24.48,1778.05,7000
IN_0000202,974.55,0.59,23.67,2182.25,3050
IN_0000226,494.13,0.79,25.05,1374.01,21950
IN_0000230,469.95,0.89,25.56,1557.19,8570
IN_0000231,585.57,1.18,25.36,1476.29,1710
IN_0000232,233.84,1.45,26.17,1714.44,4495
IN_0000233,355.22,0.68,25.88,1390.5,124450
IN_0000234,377.36,0.49,26.1,1322.53,57780
IN_0000235,358.03,0.44,26.43,1353.27,48050
IN_0000236,439.96,0.61,26.41,1360.64,8760
IN_0000237,382.52,1,25.77,1455.03,19600
IN_0000238,369.57,1.07,26.02,1417.56,11960
IN_0000240,257.4,0.64,26.76,1389.18,4650
IN_0000241,512.1,0.84,24.85,1408.19,5870
IN_0000242,450.44,1.02,25.37,1376.6,4625
IN_0000243,482.2,0.82,25.63,1272.27,9730
IN_0000246,350.08,0.41,26.43,1330.48,29645
IN_0000248,347.15,0.27,26.97,1456.56,6990
IN_0000249,451.26,0.99,25.94,1255.49,3035
IN_0000250,423.78,0.76,26.01,1173.27,2210
IN_0000251,306.45,0.13,27.16,1306.11,2511
IN_0000252,251.83,1.66,25.53,1530.91,7112
IN_0000253,337.31,0.85,25.54,1328.94,14176
IN_0000254,351.01,0.85,25.5,1327.46,12649
IN_0000255,526.62,0.67,24.89,1294,1330
IN_0000257,308.33,0.85,25.7,1359.29,6309
IN_0000263,285.06,2.38,26.78,2099.4,1210
IN_0000267,119.93,1.22,26.81,2883.11,750
IN_0000274,378.44,1.76,26.49,1878.45,2775
IN_0000275,495.06,2.68,26.05,1812.04,1313
IN_0000276,649.7,3.62,25.42,1602.38,950
IN_0000277,295.14,2.44,26.57,2706.92,940
IN_0000280,701.88,2.96,26.07,2669.94,1342
IN_0000281,163.72,1.72,26.77,3037.86,615
IN_0000282,181.21,1.5,27.03,1992.23,540
IN_0000284,298.85,2.77,26.49,2266.18,810
IN_0000285,180.54,1.67,27.13,2793.6,731
IN_0000309,336.33,1.43,25.72,5852.68,583
IN_0000312,365.43,2.63,25.81,3203.29,880
IN_0000315,350.81,2.25,25.73,4121.37,3184
IN_0000316,225.07,3.03,25.49,5661.11,327
IS_0000010,567.43,3.37,1.7,1425.61,113
IS_0000011,774.38,1.27,0.41,952.8,841
IS_0000021,1057.62,1.43,-0.77,1336.3,1966
LA_0000002,2243.67,3.93,13.66,1184.92,268000
LA_0000014,1312.15,2.54,17.28,1320.15,545000
LT_0000007,105.77,0.23,7.39,620.3,3180
LT_0000008,77.29,0.08,7.22,620.05,5510
LT_0000009,160.5,0.22,6.89,659.57,24500
LT_0000010,131.4,0.23,6.9,652.04,5380
MW_0000007,1796.95,2.79,18.07,1035.12,601
MW_0000028,1358.99,3.41,22.25,1063,7.03
MW_0000032,1054.79,6.47,22.78,1634.83,327
MX_0000008,1720.55,1.87,11.21,300.73,631960
MX_0000010,1528.22,3.46,19.24,750.59,34247
MX_0000016,1211.86,5.68,22.24,1010.39,2241
MX_0000031,1304.85,4.46,21.27,864.03,9364
MX_0000034,2301.2,2.13,15.1,608.88,4911
MX_0000035,2294.76,2.48,16.13,772.42,6842
MX_0000036,1389.18,4.59,21.18,639.94,3250
MX_0000037,499.03,2.52,23.31,686.15,1329
MX_0000040,802.75,3.4,21.46,1764.98,1493
MX_0000047,470.18,2.59,24.44,2126.56,5842
MX_0000050,755.4,2.03,24.67,893.48,2551
MY_0000011,388.54,2.65,26.2,2844.38,11900
MY_0000026,102.4,1.31,27.38,2743.02,587
MZ_0000008,942.89,0.6,21.23,513.76,266350
NA_0000006,1171.51,1.35,17.55,303.82,11000
NA_0000008,1354.1,0.49,21.06,433.77,14290
NA_0000009,1114.67,0.81,20.04,313.12,29139
NA_0000010,1411.25,0.4,21.19,482.18,7729
NA_0000011,1413.38,0.87,21.2,347.89,3703
NA_0000017,1393.6,1.6,20.77,256.09,6567
NA_0000018,1660.94,1.29,20.25,337.48,1918
NA_0000023,1663.89,1.23,20.02,323.7,274
NA_0000024,1729.99,0.95,19.88,356.88,275
NA_0000028,1553.29,0.53,20.3,214.8,3481
NA_0000029,1307.92,0.27,21.19,211.49,1505
NA_0000030,1440.76,0.61,19.66,183.88,5859
NA_0000032,1180.05,0.62,20,178.86,63940
NA_0000034,1315.09,0.48,20.3,204.46,37950
NA_0000035,1480.33,0.43,20.5,216.24,9251
NA_0000036,1389.68,0.32,20.33,183.13,2855
NA_0000037,1040.65,0.75,20.69,163.4,7000
NA_0000039,1116.14,1.03,20.44,168.58,3247
NA_0000040,1450.22,0.56,19.47,175.03,4767
NA_0000044,1424.14,0.95,18.14,155.1,4140
NA_0000047,1648.18,0.21,19.79,445.19,4630
NA_0000048,931.36,0.5,20.61,141.42,2460
NL_0000029,285.22,0.65,10.61,824.03,21300
NO_0000001,421.8,1.43,3.94,940.59,418
NO_0000002,489.74,1.53,3.74,943.27,262
NO_0000004,185.15,0.4,4.59,852.93,86.6
NO_0000010,1316.3,3.68,-1,839.65,490
NO_0000012,1366.58,5.21,-0.54,1552.44,235
NO_0000013,1459.22,5.29,-0.85,1248.4,135
NO_0000016,1374.84,4.42,-1.27,1245.35,251.3
NO_0000018,815.02,3.73,1.8,836.31,304
NO_0000023,328.81,1.45,5.07,899.09,193
NO_0000028,477.91,3.1,4.1,1084.16,119.2
NO_0000035,642.54,1.58,4.3,1236.6,63.2
NO_0000045,1055.49,4.96,2.7,2368.72,41.5
NO_0000051,1231.8,2.14,1.07,1365.86,48.2
NO_0000065,922.82,3.83,4.08,2811.16,55.7
NO_0000066,1003.47,2.68,4.08,2799.43,19.9
NO_0000089,285.5,0.96,6.08,1337.71,16.1
NO_0000095,1004.05,1.4,-0.18,756.76,58
NO_0000097,1257.25,3.8,-0.51,944.8,48.5
NO_0000100,947.18,1.86,0.76,616.88,25
NO_0000106,387.88,0.84,4.12,876.62,47
NO_0000107,434.64,1.43,3.74,1026.41,55.7
NO_0000113,537.47,3.99,3.17,1876.32,43.8
NO_0000127,1186.58,6.54,2.01,1125.9,85.85
NO_0000129,1289.48,3.8,-0.29,1384.07,416
NO_0000130,865.96,6.42,4.32,1333.61,44.2
NO_0000139,571.07,4.53,2.01,1247.81,137
NO_0000142,571.26,2.29,2.3,1182.09,250
NO_0000146,667.77,2.38,2.04,1075.77,95.3
NO_0000163,640.61,2.22,1.84,1110.04,64.1
NO_0000197,531.46,2.24,2.22,1193.13,5163
NO_0000208,468.99,0.68,-1.59,487.39,5626
NO_0000210,306.63,1.18,6.16,1025.05,7.63
NZ_0000007,861.63,2.31,9.79,1541.85,2787
NZ_0000009,301.84,1.96,12.86,1069.51,53
NZ_0000011,666.98,1.86,9.98,1613,3305
NZ_0000013,473.16,1.8,11.85,1700.3,1075
NZ_0000015,1027.93,9.47,8.4,1752.84,28.2
NZ_0000016,602.02,1.39,11.54,1411.32,506
NZ_0000018,404.28,2.45,11.81,1663.56,427
NZ_0000021,619.17,3.22,8.65,1290.46,164
NZ_0000023,1203.64,3.45,6.63,2192.79,440
NZ_0000026,1217.14,5.74,7.3,2586.91,557
NZ_0000027,580.92,2.9,8.8,1387.17,3465
NZ_0000029,736.17,5.16,7.9,2394.44,3124
NZ_0000035,821.74,4.34,9.18,1391.57,764
NZ_0000038,791.76,5,9.29,3331.57,234
NZ_0000039,748.06,4.39,9.16,2626.88,6350
OM_0000008,683.58,0.71,24.79,144.3,1937
PA_0000006,263.14,1.41,26.21,2056.55,1000
PA_0000010,437.92,3.07,25.83,2550.41,2242
PA_0000011,1220.12,5.45,21.92,3032.06,1680
PL_0000008,155.77,0.42,8.2,628.44,441.3
PL_0000014,786.82,2.34,7.3,1138.89,256.5
PL_0000016,614,1.63,7.89,964.91,240.8
PL_0000019,1127.77,6.03,6.2,1266.8,58.4
PR_0000001,412.49,2.24,24.57,1947.93,538.7
PR_0000008,496.97,4.67,24.57,1967.38,47.4
PR_0000010,471.51,2.53,24.55,2045.62,510.2
PR_0000012,594.67,2.32,24.57,2123.46,143
PR_0000015,214.16,2.64,25.22,1776.81,310.8
PR_0000021,164,1.04,24.57,1982.59,256.7
PT_0000014,288.53,0.91,17.19,579.28,428
PT_0000037,252.61,0.9,17.13,583.31,386
RO_0000009,713.1,1.72,7.31,611.48,4016
RO_0000031,763.97,2.17,8.07,627.23,13733
RO_0000036,528.99,1.23,8.03,592.56,11899
RO_0000041,470.29,1.96,10.76,726.71,4493
RS_0000002,584.37,1.84,9.06,901.68,251593
RS_0000003,375.87,1.2,9.45,709.67,140130
RS_0000004,1199.71,4.23,8.42,1017.8,3160
RS_0000006,868.59,2.12,9.65,831.46,4701
RU_0000023,318.78,0.45,-8.39,333.66,452000
RU_0000051,959.85,1.62,-2.3,399.63,1760000
RU_0000052,1125.05,1.97,-2.08,373.24,1400000
RU_0000099,562.42,1.73,-13.19,233.91,30000
RU_0000129,237.97,0.58,0,527.09,8640
RU_0000229,252.52,0.32,-0.1,526.24,392
RU_0000235,304.11,0.97,-0.5,596.85,1620
RU_0000256,177.01,0.51,7.7,531.98,452
RU_0000352,180.8,0.67,4.41,541.38,1330
RU_0000476,86.36,0.2,-0.84,539.73,2780
SE_0000001,362.63,0.6,-0.32,607.82,28.2
SE_0000008,429.98,0.24,2.67,725.02,15
SE_0000009,404.51,1.22,2.68,721.06,36.2
SE_0000020,141.74,0.23,6.42,773.4,18.3
SE_0000021,135.34,0.15,6.42,760.37,6
SE_0000051,144.19,0.42,6.73,985.51,614.5
SE_0000065,403.34,0.86,3.2,720.41,28920.5
SE_0000070,508.49,1.23,2.05,715.64,25760.699
SE_0000078,358.08,0.73,2.68,697.34,164
SE_0000082,496.65,1.12,-0.2,635.97,11308.7
SE_0000094,41.47,0.59,7.38,901.2,8.4
SE_0000096,58.7,0.13,8.68,731.64,52.2
SE_0000098,58.7,0.13,8.68,731.64,52.2
SI_0000004,289.9,0.48,10.72,1025.02,478
TH_0000003,619.56,2.89,24.15,1228,4609
TH_0000005,549.58,2.62,25.14,1187.39,15718
TH_0000012,616.62,2.15,26.61,1226.58,1861
TH_0000015,469.63,2.27,25.63,1196.25,19540
TH_0000027,816,3.43,23.89,1209.09,2107
TH_0000036,444.17,2.2,25.77,1196.52,25286
TH_0000039,438.8,2.15,25.96,1195.76,29153
TH_0000049,800.79,2.99,23.51,1188.25,1355
TH_0000050,716.34,3.14,23.9,1097.02,515
TH_0000052,939.91,4.43,24.8,1021.81,460
TH_0000061,376.89,2.7,25.4,1341.42,730
TH_0000066,657.48,1.46,25.99,959.03,315
TH_0000077,619.53,2.51,25.3,1255.24,42700
TH_0000079,344.67,1.29,26.89,1158.22,471
TH_0000081,257.6,1.69,27.53,1207.88,1247
TH_0000097,257.07,1.35,27.05,1201.45,14374
TH_0000106,470.43,1.9,25.76,1072.4,8985
TH_0000107,455.17,1.95,25.9,1059.11,10507
TH_0000110,426.85,1.96,25.97,1116.36,12131
TH_0000113,492.6,2.11,25.65,1100.21,7624
TH_0000114,541.42,2.24,25.51,1105.71,5410
TH_0000118,400.44,2.66,26.96,962.42,785
TH_0000122,409.31,1.94,26.18,1125.72,13583
TH_0000125,411.03,1.93,26.11,1123.04,12658
TH_0000133,803.6,3.1,23.47,1262.71,1800
TH_0000137,897.13,3.15,23.26,1339.82,5870
TH_0000142,797.16,2.62,24.56,1205.4,3080
TH_0000143,518.41,1.52,25,1208.72,5700
TH_0000154,1793.25,3.35,15.67,1257.98,373000
TH_0000156,1727.22,3.23,16.11,1274.85,391000
TH_0000157,1628.83,3.08,16.82,1302.07,419000
TH_0000163,227.8,0.49,27.18,1299.22,104000
TH_0000164,280.05,1.07,27.42,1806.65,1410
TH_0000174,787.76,2.3,24.95,1207.61,703
TH_0000175,817.19,3.2,25.19,1228.39,401
TZ_0000039,807.07,6.35,24.94,996.61,20
TZ_0000045,1062.5,3.4,22.23,900.13,499
TZ_0000066,1523.86,1.43,21.31,1311.93,2007
UA_0000007,881.69,2.32,6.21,1266.2,101.5
UA_0000045,623.83,1.55,7.38,779.02,6890
US_0000029,379.82,0.94,4.89,1128.57,118
US_0000030,296.54,1,5.02,1145.03,95.4
US_0000061,639.7,3.22,5.26,1268.35,69.6
US_0000072,138.58,0.56,7.62,1203.59,577
US_0000116,201.67,0.87,8.38,1084.43,81.9
US_0000126,288.51,0.72,9.05,1207.33,64.2
US_0000129,280.61,0.79,9.58,1214.45,46.3
US_0000157,66.97,0.16,10.36,1207.99,6.86
US_0000175,29.43,0.19,10.85,1279.31,26.2
US_0000182,45.5,0.19,10.76,1235.88,84.3
US_0000183,34.71,0.31,10.86,1244.83,10.6
US_0000202,183.87,0.78,10.4,1291.84,14.4
US_0000214,120.54,0.67,10.4,1292.47,35.2
US_0000281,327.49,0.52,8.63,1152.71,34.1
US_0000284,643.8,1.61,7.28,1400.95,254
US_0000287,348.23,1.54,8.32,1259.04,24.1
US_0000289,406.97,1.47,7.58,1321.84,41.4
US_0000301,292.08,0.67,9.27,1211.12,2.55
US_0000303,273.68,0.38,9.27,1207.46,8.81
US_0000383,31.7,0.13,12.14,1110.7,16.3
US_0000546,41.36,0.57,12.46,1271.31,5.36
US_0000684,126.44,0.65,12.58,1206.64,31.5
US_0000710,154.99,0.37,11.66,1137.84,70.4
US_0000715,199.94,1.27,11.79,1205.41,56.9
US_0000719,186.9,1.04,11.98,1203.48,38
US_0000720,207.43,0.83,11.79,1200.18,23
US_0000722,121.92,0.44,12.58,1186.79,58.7
US_0000735,127.06,0.46,12.64,1225.04,15.8
US_0000736,114.07,0.44,12.86,1225.37,30.5
US_0000756,167.11,0.39,11.79,1217.14,60.6
US_0000815,600.71,0.98,7.43,982.9,90.6
US_0000917,143.55,0.43,11.9,1141.92,470
US_0000987,1016.47,1.34,9.9,1206.34,48.7
US_0001546,158.89,0.21,17.19,1173.91,115
US_0001548,209.66,0.38,16.75,1236.05,2420
US_0001570,769.92,2.02,14.33,1786.07,184.4
US_0001583,173.21,0.27,17.36,1196.05,33.9
US_0001588,134.41,0.59,17.79,1163.89,7.5
US_0001625,274.41,0.36,16.9,1303.64,182
US_0001642,268.5,0.31,16.9,1306.21,181
US_0001645,162.43,0.23,17.47,1225.01,72.2
US_0001647,159.3,0.36,17.81,1209.41,31.3
US_0001651,114.07,0.18,18.62,1159.84,163
US_0001653,84.11,0.18,18.93,1155.49,49.2
US_0001657,278.63,0.36,16.19,1358.05,332
US_0001660,250.32,0.33,16.68,1313.8,940
US_0001666,182.14,0.24,17.27,1216.33,262
US_0001668,178.54,0.27,17.47,1213.82,190
US_0001671,180.75,0.28,17.27,1233.89,3770
US_0001701,26.47,0.06,22.83,1317.18,72.7
US_0001805,36.8,0.05,23.2,1393.32,42
US_0001827,36.85,0.16,23.16,1394.95,31.4
US_0001835,39.38,0.12,23.15,1391.66,107
US_0001870,8.15,0.07,22.73,1396.35,4.43
US_0001903,69.92,0.14,19.49,1260.52,269
US_0001930,22.21,0.05,20.29,1561.08,102
US_0001937,71.16,0.18,19.79,1444.73,305
US_0001942,766.14,3.13,13.87,1694.98,44.7
US_0001972,293.92,0.32,16.71,1309.7,31.5
US_0001977,388.95,0.6,15.92,1418.88,2060
US_0001984,245.25,0.26,17.38,1346.14,127
US_0001991,155.85,0.39,18.28,1253.12,342
US_0001996,113.4,0.26,18.67,1329.34,112
US_0002001,274.91,0.23,17.09,1294.98,127
US_0002008,273.54,0.24,17.27,1312.68,101
US_0002021,138.31,0.26,18.69,1232.51,527
US_0002046,103.45,0.27,19.06,1328.62,21.4
US_0002070,122.62,0.25,18.62,1392.04,442
US_0002082,31.78,0.19,19.77,1691.78,27.8
US_0002086,44.09,0.2,19.65,1707.81,192
US_0002093,497.07,0.96,14.01,1585.92,9.99
US_0002094,418.2,0.81,15.21,1535.52,119
US_0002098,419.74,1.36,15.18,1516.8,252
US_0002102,444.51,3.81,15.16,1538.59,64
US_0002108,274.57,1.04,15.9,1431.68,16.6
US_0002130,264.8,0.38,15.94,1372.03,33.1
US_0002143,245.61,0.76,16.47,1444.22,141
US_0002152,249.94,0.54,17.42,1460.02,263
US_0002160,332.93,0.37,16.48,1415.53,406
US_0002162,305.37,0.43,16.81,1418.76,2058
US_0002168,221.48,0.34,17.43,1401.42,4646
US_0002175,237.77,0.51,16.67,1433.04,140
US_0002176,214.59,0.3,16.58,1424.46,17
US_0002180,222.74,0.49,16.86,1431.71,226
US_0002183,206.93,0.51,16.98,1434.56,335
US_0002187,147.41,0.39,17.62,1439.93,1480
US_0002190,90.51,0.24,18.58,1429.21,261
US_0002192,205.22,0.48,17.08,1409.13,21473
US_0002198,149.25,0.37,16.72,1467.91,15.7
US_0002201,126.24,0.26,16.72,1468.29,19.1
US_0002208,164.86,0.34,16.89,1492.59,798
US_0002223,61.64,0.13,18.02,1403.39,158
US_0002226,254.19,0.48,15.81,1466.76,13
US_0002228,228.43,0.49,16.12,1471.57,487
US_0002229,253.3,0.37,16.32,1495.25,92.1
US_0002237,247.54,0.68,16.58,1448.22,27.4
US_0002242,208.05,0.52,16.8,1426.94,26
US_0002244,195.89,0.41,16.8,1433.38,52.2
US_0002248,195.24,0.42,16.65,1457.05,4219
US_0002250,136.44,0.48,17.76,1467.68,6.16
US_0002251,114.44,0.26,17.62,1476.94,57.2
US_0002255,99.27,0.14,18.25,1431.3,32.3
US_0002260,115.37,0.27,17.52,1442.84,18417
US_0002262,112.09,0.22,18.86,1510.17,10.5
US_0002267,114.8,0.28,18.94,1519.55,257
US_0002272,102.91,0.24,18.9,1518.32,2542
US_0002278,127.5,0.26,18.09,1456.79,342
US_0002280,103.67,0.23,18.58,1503.57,492
US_0002283,91.32,0.25,19.59,1592.35,355
